name_id,安非他命,保證金,報導,背信,背信罪,被害人,編輯,併科,查扣,褫奪公權,出境,串證,調查處,調查局,定讞,訂購,毒品,二審,罰金,販毒,複訊,改判,高分院,公斤,公庫,國安局,合議庭,黑道,華航,緩刑,回扣,賄款,貨款,羈押,記者,減刑,檢調,交保,交易法,繳回,禁見,誆稱,廉政署,沒收,內線,潛逃,侵占,請回,取財,人頭,認罪,聲押,收賄,收受,收押,受騙,搜索,貪污,通緝,徒刑,偽造,文書,吸,吸金,洗錢,行賄,佯稱,易科,銀行法,有期徒刑,諭令,約談,詐貸,詐領,詐騙,詐欺,詐欺罪,詐取,招待,招攬,偵結,證交法,支票,治罪,重判,主嫌,走私
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.065754593317335,0,0,5.065754593317335,0,0,0,1.454836680673111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389453921410259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36100650107891,0,0,2.81446279471084,0,0,0,1.2263022807240247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66455721165518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76316950032329,0,0,2.4266972637020765,0,0,0,1.1339289605930096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8270761411529548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5845145039816435,0,0,1.4684423327288896,0,0,0,0.7684691870985443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.967142304649226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5542091544863146,0,0,1.4414136603409702,0,0,0,0.7549554679318213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37260741275739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316250517386964,0,0,1.2263022807240247,0,0,0,0.6409079614605254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.660289485209171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,2.2512917986064953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2818912414183916,0,0,0,0,0,0,0,0,0,0,0.1493774010746005,0,0,0,0,2.7032769223495525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777384894503274,0,0,0,0,0,0,0,0,0,1.3350010667323402,0,0,0,3.550574782736756,0,0,1.513692855475716,0,0,0,0,0,0,0,0,0,0
20,0,0,3.9560398908449206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6534547978508747,0,0,0,0,0,0,0,0,0,0,0.2547379167324269,0,0,0,0,4.6491870714048655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.396424102909498,0,0,0,0,0,0,0,0,0,1.7314163393205866,0,0,0,2.7032769223495525,0,0,2.010129741789607,0,0,0,0,0,0,0,0,0,0
21,0,0,4.243721963296702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6787726058351644,0,0,0,0,0,0,0,0,0,0,0.2609298869803479,0,0,0,0,4.243721963296702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.262892710284975,0,0,0,0,0,0,0,0,0,1.758815313508701,0,0,0,2.634284050862601,0,0,2.046497385960482,0,0,0,0,0,0,0,0,0,0
22,0,0,2.8574276021768106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.084237713943329,0,0,0,0,0,0,0,0,0,0,0.34512197820069584,0,0,0,0,2.56974552972503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.297811814241388,0,0,0,0,0,0,0,0,0,2.2068400360356613,0,0,0,3.396424102909498,0,0,2.7032769223495525,0,0,0,0,0,0,0,0,0,0
23,0,0,1.6287621852605032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7328963395307104,0,0,0,0,0,0,0,0,0,0,0.5632107588532816,0,0,0,0,1.535671762194491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.430311246536665,0,0,0,0,0,0,0,0,0,3.262892710284975,0,0,0,2.1642804216168656,0,0,2.5091209079085948,0,0,0,0,0,0,0,0,0,0
26,0,0,1.0116009116784799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6534547978508747,0,0,0,0,0,0,0,0,0,0,0.9115174531214975,0,0,0,0,0.9603076172909293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2818912414183916,0,0,0,0,0,0,0,0,0,1.5811341362712488,0,0,0,1.2647968080590917,0,0,1.7869861904753972,0,0,0,0,0,0,0,0,0,0
27,0,0,0.9356150047005579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.513692855475716,0,0,0,0,0,0,0,0,0,0,0.9856254252752192,0,0,0,0,0.8879869557113034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3910905333833836,0,0,0,0,0,0,0,0,0,1.4505139538541845,0,0,0,1.1679469820691737,0,0,1.975038421978337,0,0,0,0,0,0,0,0,0,0
31,0,0,0.4903039880451938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9411368703026557,0,0,0,0,0,0,0,0,0,0,1.8765983491650844,0,0,0,0,0.45953232937844024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.550574782736756,0,0,0,0,0,0,0,0,0,0.7884573603642703,0,0,0,1.6046646336814427,0,0,2.3978952727983707,0,0,0,0,0,0,0,0,0,0
32,0,0,0.2797392189378443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6491870714048655,0,0,0,0,0,0,0,0,0,0,4.6491870714048655,0,0,0,0,0.2547379167324269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634284050862601,0,0,0,0,0,0,0,0,0,0.5140205146625099,0,0,0,2.8574276021768106,0,0,1.4505139538541845,0,0,0,0,0,0,0,0,0,0
33,0,0,0.2485840511580488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.396424102909498,0,0,0,0,0,0,0,0,0,0,3.7328963395307104,0,0,0,0,0.22434043954805588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34660197841082,0,0,0,0,0,0,0,0,0,0.47479980150922846,0,0,0,3.396424102909498,0,0,1.3533502054005366,0,0,0,0,0,0,0,0,0,0
34,0,0,0.2183702725615521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8574276021768106,0,0,0,0,0,0,0,0,0,0,3.039749158970765,0,0,0,0,0.19483977515135809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1234584270966104,0,0,0,0,0,0,0,0,0,0.43705947352638147,0,0,0,4.6491870714048655,0,0,1.2647968080590917,0,0,0,0,0,0,0,0,0,0
35,0,0,2.5468376075184906,0,0,0,0,0,0,1.5053837326903294,0.5914487145086336,0,0,0.053632154915795316,3.4631283393926457,0,0,1.699539747131287,0,0,0,0,0,0,0,0,0,0,0,0,0.27815406620012634,4.002124840125332,0,0.7169263723260595,2.689938451159164,0,0,0.6397672917794412,0,0,0,0,0,0.8481685613564476,0,0,0,0,0,0,0,0,1.1858610543828898,2.3104488294542604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,4.561740628060756,0,0,0,0,0,0,1.8704975452749266,0.7222883154674448,0,0,0.1279520588282843,3.175446266940865,0,0,2.163845355262385,0,0,0,0,0,0,0,0,0,0,0,0,0.3720858860343298,3.11482164512443,0,0.8666306241961831,5.2548878086207,0,0,0.7775509941424943,0,0,0,0,0,1.0207813040234412,0,0,0,0,0,0,0,0,1.437175482663796,3.4631283393926457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,4.8494227005125365,0,0,0,0,0,0,1.8875919786342266,0.727679164102321,0,0,0.13092382921744172,3.11482164512443,0,0,2.1868348734870837,0,0,0,0,0,0,0,0,0,0,0,0,0.37588095700288154,3.175446266940865,0,0.8728611739468192,4.8494227005125365,0,0,0.783249015257132,0,0,0,0,0,1.028054063352521,0,0,0,0,0,0,0,0,1.4482253188503809,3.5501397163822754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,4.338597076746546,0,0,0,0,0,0,1.9967912705992186,0.760649183339891,0,0,0.1489423347201201,2.812540773251496,0,0,2.3371170765364213,0,0,0,0,0,0,0,0,0,0,0,0,0.39895890428542624,3.6454498961866,0,0.9110823867670168,3.7508104118444265,0,0,0.8181362742575726,0,0,0,0,0,1.0728376659794945,0,0,0,0,0,0,0,0,1.5172181903373323,4.338597076746546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,2.364516050724536,0,0,0,0,0,0,2.903512551457223,0.9508227154165309,0,0,0.24759141578995958,1.9590509426163716,0,0,4.156275519952591,0,0,0,0,0,0,0,0,0,0,0,0,0.5274999899083601,2.812540773251496,0,1.1358506338082284,2.25915553506671,0,0,1.0207813040234412,0,0,0,0,0,1.3428648031925545,0,0,0,0,0,0,0,0,1.9777430756285241,2.615830479005442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,1.7583802471542205,0,0,0,0,0,0,3.5501397163822754,1.1773503647149812,0,0,0.35332360957880693,1.5172181903373323,0,0,2.689938451159164,0,0,0,0,0,0,0,0,0,0,0,0,0.6699203299501287,1.9777430756285241,0,1.41543549602739,1.699539747131287,0,0,1.2659037620564262,0,0,0,0,0,1.699539747131287,0,0,0,0,0,0,0,0,2.812540773251496,1.8875919786342266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,1.7139284845833866,0,0,0,0,0,0,3.3089776595653873,1.203102860817396,0,0,0.36453868039894693,1.4821268705260624,0,0,2.580739159194172,0,0,0,0,0,0,0,0,0,0,0,0,0.6853448002757605,1.9226832984454967,0,1.4482253188503809,1.657575548032255,0,0,1.2940746390231228,0,0,0,0,0,1.74334236978968,0,0,0,0,0,0,0,0,2.9523027156266552,1.8371611250073347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,1.5172181903373323,0,0,0,0,0,0,2.580739159194172,1.3428648031925545,0,0,0.42258205004886207,1.323062175896375,0,0,2.163845355262385,0,0,0,0,0,0,0,0,0,0,0,0,0.766251438888561,1.6853551121393304,0,1.6305468756443355,1.4706981747024395,0,0,1.4482253188503809,0,0,0,0,0,1.9967912705992186,0,0,0,0,0,0,0,0,4.338597076746546,1.617301648894315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0.9373996950843902,0,0,0,0,0,0,1.3941580975801053,2.4216744645644845,0,0,0.727679164102321,0.824071009777387,0,0,1.2475546233882298,0,0,0,0,0,0,0,0,0,0,0,0,1.2295361178855513,1.028054063352521,0,3.7508104118444265,0.9110823867670168,0,0,2.7699811588327004,0,0,0,0,0,3.175446266940865,0,0,0,0,0,0,0,0,3.3089776595653873,1.2385047878683118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0.9046098722613992,0,0,0,0,0,0,1.3428648031925545,2.580739159194172,0,0,0.7550781382904356,0.794743394682867,0,0,1.2385047878683118,0,0,0,0,0,0,0,0,0,0,0,0,1.2752061547187399,0.9922079315793851,0,4.561740628060756,0.8791307869604144,0,0,3.0035960100142054,0,0,0,0,0,2.903512551457223,0,0,0,0,0,0,0,0,3.0035960100142054,1.2845958950685787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0.6497176226326092,0,0,0,0,0,0,0.9713012467600717,3.057663231284481,0,0,1.0427602107422165,0.5635399263915571,0,0,1.7583802471542205,0,0,0,0,0,0,0,0,0,0,0,0,1.8209006041355544,0.7169263723260595,0,2.3104488294542604,0.6299149953364296,0,0,2.615830479005442,0,0,0,0,0,1.7583802471542205,0,0,0,0,0,0,0,0,2.234462922476338,1.8371611250073347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0.5635399263915571,0,0,0,0,0,0,0.8542847883738836,2.364516050724536,0,0,1.1858610543828898,0.484203184155036,0,0,2.0768339782727554,0,0,0,0,0,0,0,0,0,0,0,0,2.163845355262385,0.6250250100422378,0,1.9226832984454967,0.5453576073083665,0,0,2.119393592691551,0,0,0,0,0,1.5172181903373323,0,0,0,0,0,0,0,0,2.812540773251496,2.1868348734870837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0.536388937325606,0,0,0,0,0,0,0.8181362742575726,2.2103653708972777,0,0,1.2385047878683118,0.45909726302395953,0,0,2.2103653708972777,0,0,0,0,0,0,0,0,0,0,0,0,2.3104488294542604,0.5961768557045795,0,1.8209006041355544,0.5186893602262053,0,0,1.9967912705992186,0,0,0,0,0,1.4482253188503809,0,0,0,0,0,0,0,0,3.11482164512443,2.3371170765364213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0.47157143724913536,0,0,0,0,0,0,0.7330992315716602,1.9049837213460958,0,0,1.38368679771281,0.39895890428542624,0,0,2.652198123176317,0,0,0,0,0,0,0,0,0,0,0,0,2.812540773251496,0.5274999899083601,0,1.6042295673269622,0.4549735458400976,0,0,1.74334236978968,0,0,0,0,0,1.2940746390231228,0,0,0,0,0,0,0,0,5.2548878086207,2.85699253582233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0.4508667638874441,0,0,0,0,0,0,0.7062879741210036,1.8209006041355544,0,0,1.437175482663796,0.3796904854195492,0,0,2.85699253582233,0,0,0,0,0,0,0,0,0,0,0,0,3.057663231284481,0.5056172786588524,0,1.541315741916393,0.43460624301566386,0,0,1.6713688701645908,0,0,0,0,0,1.2475546233882298,0,0,0,0,0,0,0,0,4.338597076746546,3.11482164512443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0.3912069274811082,0,0,0,0,0,0,0.6299149953364296,1.6042295673269622,0,0,1.617301648894315,0.32401748299330757,0,0,4.002124840125332,0,0,0,0,0,0,0,0,0,0,0,0,4.8494227005125365,0.4427034532482832,0,1.3733240106772633,0.37588095700288154,0,0,1.4821268705260624,0,0,0,0,0,1.1197212518783448,0,0,0,0,0,0,0,0,3.3830856317191094,5.2548878086207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0.3349068827925757,0,0,0,0,0,0,0.5589632593641453,1.4262464121316056,0,0,1.8371611250073347,0.27128118691236425,0,0,3.6454498961866,0,0,0,0,0,0,0,0,0,0,0,0,3.3089776595653873,0.3835145818579527,0,1.2295361178855513,0.320413875490009,0,0,1.323062175896375,0,0,0,0,0,1.0063925665713418,0,0,0,0,0,0,0,0,4.561740628060756,3.239984788078436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0.3096803198469002,0,0,0,0,0,0,0.5274999899083601,1.352915139046056,0,0,1.9590509426163716,0.24759141578995958,0,0,3.11482164512443,0,0,0,0,0,0,0,0,0,0,0,0,2.903512551457223,0.3570480086697892,0,1.1689114960691167,0.29554580891199544,0,0,1.2566871069515024,0,0,0,0,0,0.9576024024019096,0,0,0,0,0,0,0,0,3.5501397163822754,2.85699253582233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0.30258809153740823,0,0,0,0,0,0,0.5186893602262053,1.3329144723393866,0,0,1.9967912705992186,0.24092472443177027,0,0,3.0035960100142054,0,0,0,0,0,0,0,0,0,0,0,0,2.812540773251496,0.34961303018227124,0,1.1522444435839048,0.288552773421025,0,0,1.2385047878683118,0,0,0,0,0,0.9440886832351869,0,0,0,0,0,0,0,0,3.3830856317191094,2.7699811588327004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0.19864200327239268,0,0,0,0,0,0,0.3912069274811082,1.065233066594275,0,0,2.903512551457223,0.14290002026415738,0,0,2.0360119837524997,0,0,0,0,0,0,0,0,0,0,0,0,1.9590509426163716,0.24092472443177027,0,0.9241544683343696,0.18598360640046901,0,0,0.9922079315793851,0,0,0,0,0,0.7550781382904356,0,0,0,0,0,0,0,0,2.163845355262385,1.9407018039481752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0.1703826659579894,0,0,0,0,0,0,0.3570480086697892,0.9992750988024778,0,0,3.4631283393926457,0.11615251189712911,0,0,1.8704975452749266,0,0,0,0,0,0,0,0,0,0,0,0,1.8049002627891133,0.21146269170145396,0,0.8666306241961831,0.15807481828339254,0,0,0.9307551523657216,0,0,0,0,0,0.7062879741210036,0,0,0,0,0,0,0,0,1.9777430756285241,1.7891519058209742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,4.145776735854371,0,0,3.740311627746207,0,0,0.1537110227526888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.244389024522481,0,0,0,0,0,0,0.8812903997341184,0,0,0,0,0,0,0,0,0,0.21395110313004562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5396409322840556,1.1417456594856852,0,0,0,0.8941110881631797,0,0,0,0,0,0,0
61,0,0,4.838923916414316,0,0,3.452629555294426,0,0,0.16298465953801808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.244389024522481,0,0,0,0,0,0,0.9005836026687972,0,0,0,0,0,0,0,0,0,0.22380339957305734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8580946634025906,1.1668515806167616,0,0,0,0.9136556842361501,0,0,0,0,0,0,0
62,0,0,4.838923916414316,0,0,3.164947482842645,0,0,0.17548482230224957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.145776735854371,0,0,0,0,0,0,0.9269009109861707,0,0,0,0,0,0,0,0,0,0.23709263169173997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5512418439625355,1.2013377566879309,0,0,0,0.9403239313183112,0,0,0,0,0,0,0
63,0,0,1.2013377566879309,0,0,2.176336089388864,0,0,0.6048174118170573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17536227028467,0,0,0,0,0,0,2.27397455895278,0,0,0,0,0,0,0,0,0,0.7010942422524773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8464937517241107,4.838923916414316,0,0,0,2.326618292438202,0,0,0,0,0,0,0
69,0,0,0.20419492818468085,0,0,3.3725868476208896,0,0,3.452629555294426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.244389024522481,0,0,0,0,0,0,0.8749411720554595,0,0,0,0,0,0,0,0,0,3.740311627746207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5576388515419669,3.164947482842645,0,0,0,0.8623623898485994,0,0,0,0,0,0,0
71,0,0,0.17863443120514563,0,0,4.328098292648326,0,0,4.5512418439625355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.244389024522481,0,0,0,0,0,0,0.8255484167258831,0,0,0,0,0,0,0,0,0,3.10432286102621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5214358028780062,2.7594823747344805,0,0,0,0.8135722256791674,0,0,0,0,0,0,0
